T_K,P_atm,pair,category,interaction,lambda_D_m,Tstar,Q11_m2,Q22_m2,Q14_m2,Q15_m2,Q11_A2,Q22_A2,Q14_A2,Q15_A2,Ast,Bst,Cst,source,notes
19700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.146653820950785e-08,4.506074659664696,1.4070497229501725e-17,1.7756526041064505e-17,3.006704550860261e-18,2.180217560368556e-18,1407.0497229501725,1775.6526041064506,300.6704550860261,218.0217560368556,1.2630422369070702,1.3183308948057613,0.5168886316376983,Mason1967 table + Debye-Huckel screening,
19900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.1551359936648539e-08,4.585492921218587,1.3924049520520624e-17,1.755680476117579e-17,2.9646977150193657e-18,2.1488126733250874e-18,1392.4049520520623,1755.6804761175788,296.4697715019366,214.88126733250874,1.2620511836433108,1.3172795165607296,0.515992374773081,Mason1967 table + Debye-Huckel screening,
20100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.163870690073864e-08,4.666600500020751,1.3781085284056239e-17,1.736201804145095e-17,2.9238222113588497e-18,2.118262269024851e-18,1378.108528405624,1736.201804145095,292.38222113588495,211.8262269024851,1.2610566101107552,1.3162244037696706,0.5150929343610308,Mason1967 table + Debye-Huckel screening,
20300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.1728192963663186e-08,4.749271255521987,1.3641225178381038e-17,1.71716928629013e-17,2.8840010733970254e-18,2.088510898807535e-18,1364.1225178381037,1717.16928629013,288.4001073397025,208.8510898807535,1.2600605010834214,1.3151676620189339,0.514192105327616,Mason1967 table + Debye-Huckel screening,
20500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.1819461786138918e-08,4.833385070788632,1.3504140638561877e-17,1.6985416433418933e-17,2.8451654173673852e-18,2.059508730804839e-18,1350.4140638561878,1698.5416433418932,284.51654173673853,205.95087308048392,1.2590646442264706,1.3141111877880818,0.5132915043439387,Mason1967 table + Debye-Huckel screening,
20700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.191218242759337e-08,4.918826630014546,1.3369546517656997e-17,1.6802827612750428e-17,2.8072533810059747e-18,2.0312108255346694e-18,1336.9546517656997,1680.2827612750427,280.72533810059747,203.12108255346695,1.2580706554020316,1.313056695296068,0.5123925927114024,Mason1967 table + Debye-Huckel screening,
20900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2006045284223942e-08,5.005484231696517,1.3237194660019239e-17,1.66236094175463e-17,2.7702091923861557e-18,2.0035764996969882e-18,1323.7194660019238,1662.36094175463,277.0209192386156,200.35764996969883,1.2570800021070205,1.3120057413657087,0.5114966975576534,Mason1967 table + Debye-Huckel screening,
21100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2100758417801743e-08,5.0932486690421745,1.310686835345386e-17,1.6447482544656995e-17,2.7339823612820322e-18,1.9765687730598878e-18,1310.686835345386,1644.7482544656996,273.3982361282032,197.6568773059888,1.2560940246955044,1.3109597479378392,0.5106050310289778,Mason1967 table + Debye-Huckel screening,
21300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2196044319119333e-08,5.182012207175275,1.2978377597465504e-17,1.6274199839934144e-17,2.698526984294864e-18,1.95015389248959e-18,1297.8377597465503,1627.4199839934145,269.8526984294864,195.015389248959,1.255113955146462,1.3099200219814642,0.5097187072628875,Mason1967 table + Debye-Huckel screening,
21500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2291637144902262e-08,5.271667685925945,1.2851555120984522e-17,1.6103541635407886e-17,2.6638011544884153e-18,1.92430092685335e-18,1285.1555120984522,1610.3541635407887,266.38011544884154,192.43009268533498,1.2541409332139606,1.3088877726269843,0.5088387569934948,Mason1967 table + Debye-Huckel screening,
21700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2387280464292749e-08,5.362107777058675,1.2726253082841858e-17,1.5935311877607108e-17,2.629766466288359e-18,1.898981426533964e-18,1272.6253082841858,1593.5311877607107,262.9766466288359,189.89814265339638,1.2531760198492883,1.3078641254053318,0.5079661396897912,Mason1967 table + Debye-Huckel screening,
21900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.248272554928979e-08,5.4532244251902195,1.2602340390240342e-17,1.5769334972100046e-17,2.5963876066896786e-18,1.8741691414922083e-18,1260.2340390240342,1576.9334972100046,259.63876066896785,187.41691414922082,1.2522202078221902,1.3068501335157148,0.5071017531609373,Mason1967 table + Debye-Huckel screening,
22100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2577730241322201e-08,5.544908501773618,1.2479700573249435e-17,1.5605453272562076e-17,2.5636320242103374e-18,1.8498397920818457e-18,1247.9700573249436,1560.5453272562077,256.36320242103375,184.98397920818456,1.2512744294993474,1.3058467860775687,0.5062464405907143,Mason1967 table + Debye-Huckel screening,
22300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2672058421948643e-08,5.637049700691054,1.2358230155940183e-17,1.5443525145686294e-17,2.5314696673964003e-18,1.8259708870714757e-18,1235.8230155940182,1544.3525145686294,253.14696673964002,182.59708870714758,1.2503395617703317,1.304855013356352,0.5054009949923001,Mason1967 table + Debye-Huckel screening,
22500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2765480108127344e-08,5.729536701502457,1.2237837466493684e-17,1.528342354525334e-17,2.4998727849318324e-18,1.8025415834968535e-18,1223.7837466493684,1528.3423545253338,249.98727849318323,180.25415834968535,1.249416428150991,1.3038756889949643,0.5045661611104615,Mason1967 table + Debye-Huckel screening,
22700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2857772180381414e-08,5.822257621562477,1.211844182905496e-17,1.512503502920405e-17,2.4688157794809865e-18,1.779532583019887e-18,1211.844182905496,1512.5035029204048,246.88157794809865,177.95325830198868,1.2485057981467367,1.3029096293382771,0.5037426348457444,Mason1967 table + Debye-Huckel screening,
22900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.2948719734702232e-08,5.915100770497593,1.1999973079157222e-17,1.4968259152488496e-17,2.4382751072791784e-18,1.756926059396765e-18,1199.997307915722,1496.8259152488497,243.82751072791785,175.6926059396765,1.247608384026604,1.301957590010832,0.5029310603371028,Mason1967 table + Debye-Huckel screening,
23100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.303811802594639e-08,6.007955709604429,1.1882980297983877e-17,1.4813474939665278e-17,2.4082312127484606e-18,1.7347004962587105e-18,1188.2980297983877,1481.3474939665277,240.82312127484605,173.47004962587104,1.2467253822550388,1.3010180126012154,0.5021373579425018,Mason1967 table + Debye-Huckel screening,
23300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3125774942319098e-08,6.100714604611445,1.17731063457134e-17,1.4664970630653963e-17,2.378683172165959e-18,1.7127930736311067e-18,1177.31063457134,1466.4970630653963,237.8683172165959,171.27930736311066,1.2458626027525157,1.3000700203083198,0.5014130492243343,Mason1967 table + Debye-Huckel screening,
23500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3211513918733204e-08,6.193273843409368,1.166365925956313e-17,1.4517584396468384e-17,2.349591508528792e-18,1.6912460550635102e-18,1166.365925956313,1451.7584396468385,234.95915085287922,169.12460550635103,1.2450146583237867,1.2991383282816917,0.5007011946421914,Mason1967 table + Debye-Huckel screening,
23700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3295177163755521e-08,6.285535871774591,1.1554621981398241e-17,1.4371275612624897e-17,2.3209405442545956e-18,1.6700471014029966e-18,1155.462198139824,1437.1275612624897,232.09405442545957,167.00471014029966,1.2441819556465248,1.2982233833647001,0.50000213560449,Mason1967 table + Debye-Huckel screening,
23900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3376629043717745e-08,6.377411181267435,1.144598846779504e-17,1.4226016917849665e-17,2.2927165386889703e-18,1.6491852434221347e-18,1144.598846779504,1422.6016917849665,229.27165386889703,164.91852434221346,1.243364801749155,1.2973255229095653,0.4993161298634881,Mason1967 table + Debye-Huckel screening,
24100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3455759442110054e-08,6.468820366255225,1.1337763832297561e-17,1.4081794329466828e-17,2.2649076778297846e-18,1.6286508710691698e-18,1133.7763832297562,1408.1794329466827,226.49076778297845,162.86508710691697,1.2425633938247123,1.2964449635851778,0.498643342963956,Mason1967 table + Debye-Huckel screening,
24300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3532486896403021e-08,6.559696153462546,1.122996434560738e-17,1.3938607201801428e-17,2.237504047958544e-18,1.6084357122133033e-18,1122.996434560738,1393.8607201801428,223.7504047958544,160.84357122133034,1.2417778101083194,1.2955817913535856,0.49798384058476214,Mason1967 table + Debye-Huckel screening,
24500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.360676131122763e-08,6.6499852995645234,1.112261723878194e-17,1.3796467965755244e-17,2.2104975862315653e-18,1.588532796239019e-18,1112.261723878194,1379.6467965755244,221.04975862315652,158.8532796239019,1.2410080025415007,1.294735953409797,0.4973375823805191,Mason1967 table + Debye-Huckel screening,
24700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3678566058502576e-08,6.739650251666254,1.1015760268661815e-17,1.365540160360977e-17,2.1838820030535403e-18,1.5689363990243451e-18,1101.5760268661816,1365.540160360977,218.38820030535402,156.8936399024345,1.2402537918785814,1.2939072528048612,0.49670441787337705,Mason1967 table + Debye-Huckel screening,
24900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3747919302100032e-08,6.828670472878078,1.090944102201308e-17,1.351544483250957e-17,2.157652673214117e-18,1.5496419672776184e-18,1090.944102201308,1351.544483250957,215.7652673214117,154.96419672776184,1.2395148657706643,1.2930953463406067,0.49608408484450844,Mason1967 table + Debye-Huckel screening,
25100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3814874425541147e-08,6.9170433504913635,1.0803715954010635e-17,1.3376644991581976e-17,2.131806495159052e-18,1.5306460218021554e-18,1080.3715954010634,1337.6644991581975,213.18064951590517,153.06460218021556,1.2387907801982956,1.2922997461438064,0.4954762105368408,Mason1967 table + Debye-Huckel screening,
25300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3879519492719929e-08,7.004784626376309,1.0698649176104939e-17,1.3239058649461738e-17,2.106341720192407e-18,1.5119460408756765e-18,1069.8649176104939,1323.9058649461738,210.6341720192407,151.19460408756765,1.238080964428114,1.2915198251123725,0.4948803158161947,Mason1967 table + Debye-Huckel screening,
25500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.3941975729060879e-08,7.091928316190292,1.0594311026291395e-17,1.3102749969184388e-17,2.081257755651362e-18,1.4935403264288173e-18,1059.4311026291396,1310.2749969184388,208.1257755651362,149.35403264288172,1.237384729458862,1.29075482619554,0.4942958222617608,Mason1967 table + Debye-Huckel screening,
25700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4002395068363449e-08,7.178526113239894,1.0490776469756046e-17,1.296778888421289e-17,2.0565549479633353e-18,1.4754278569531843e-18,1049.0776469756047,1296.7788884212891,205.65549479633353,147.54278569531843,1.2367012797172623,1.2900038752448932,0.4937220619848622,Mason1967 table + Debye-Huckel screening,
25900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4060956863495733e-08,7.26464630161973,1.0388123388591537e-17,1.2834249151407392e-17,2.0322343528353422e-18,1.4576081319635323e-18,1038.8123388591537,1283.4249151407391,203.22343528353423,145.7608131963532,1.2360297275825258,1.2892659969733926,0.49315828982236737,Mason1967 table + Debye-Huckel screening,
26100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4117863902522546e-08,7.350372228992137,1.0286430825074297e-17,1.2702206353264404e-17,2.0082975005520016e-18,1.4400810133235849e-18,1028.6430825074297,1270.2206353264405,200.82975005520015,144.00810133235848,1.2353691101741888,1.2885401334012694,0.49260369743018334,Mason1967 table + Debye-Huckel screening,
26300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4173337902653786e-08,7.435800410049721,1.0185777243765237e-17,1.2571735922624096e-17,1.9847461644587034e-18,1.4228465688122814e-18,1018.5777243765237,1257.1735922624096,198.47461644587034,142.28465688122813,1.2347184077409834,1.2878251640610805,0.49205742872082553,Mason1967 table + Debye-Huckel screening,
26500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4227614671129024e-08,7.521038346048681,1.0086238873877173e-17,1.2442911258761705e-17,1.9615821402342804e-18,1.4059049229929827e-18,1008.6238873877173,1244.2911258761706,196.15821402342803,140.59049229929826,1.2340765629419561,1.287119927183137,0.49151859605003717,Mason1967 table + Debye-Huckel screening,
26700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4280939125019283e-08,7.6062021533627995,9.98788818579195e-18,1.2315801995294914e-17,1.9388070426190602e-18,1.3892561198229848e-18,998.7888185791951,1231.5801995294914,193.88070426190603,138.92561198229848,1.2334425003130565,1.2864232410847165,0.4909862965591092,Mason1967 table + Debye-Huckel screening,
26900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.433356035251844e-08,7.691414095086691,9.890792545407299e-18,1.2190472468886693e-17,1.9164221249961557e-18,1.3729000005957888e-18,989.0792545407298,1219.0472468886694,191.64221249961557,137.2900000595789,1.2328151452564173,1.2857339250348292,0.49045962811649857,Mason1967 table + Debye-Huckel screening,
27100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4385726879124016e-08,7.776800105179545,9.795013078309762e-18,1.2066980424608174e-17,1.894428125771186e-18,1.356836099840531e-18,979.5013078309762,1206.6980424608173,189.4428125771186,135.6836099840531,1.2321934419663503,1.2850508189506815,0.48993770436681267,Mason1967 table + Debye-Huckel screening,
27300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4437682276149396e-08,7.862487385719659,9.700603763696214e-18,1.1945375980272062e-17,1.872825143994075e-18,1.341063560802331e-18,970.0603763696214,1194.5375980272063,187.2825143994075,134.1063560802331,1.2315763698051871,1.2843728013908848,0.48941966847842877,Mason1967 table + Debye-Huckel screening,
27500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4489661219236511e-08,7.948602145894203,9.607610766403113e-18,1.18257008590665e-17,1.851612545228481e-18,1.3255810711689244e-18,960.7610766403113,1182.57008590665,185.16125452284808,132.55810711689244,1.230962957753349,1.283698805432692,0.4889047052744164,Mason1967 table + Debye-Huckel screening,
27700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4541886073619907e-08,8.035267537700985,9.516946312240222e-18,1.1708562050660114e-17,1.8308021009374954e-18,1.3103753380424186e-18,951.6946312240223,1170.8562050660114,183.08021009374954,131.03753380424186,1.2303575342523814,1.283031907791251,0.48840878717464226,Mason1967 table + Debye-Huckel screening,
27900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.459456405297114e-08,8.122601829135577,9.428996735986876e-18,1.1594217596534908e-17,1.810396935133047e-18,1.2954393382977527e-18,942.8996735986876,1159.4217596534909,181.0396935133047,129.54393382977526,1.2297616585123647,1.2823730533144848,0.48793886890812516,Mason1967 table + Debye-Huckel screening,
28100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4647884971288622e-08,8.21071684179325,9.342488093616882e-18,1.1481831616730225e-17,1.7903743839005656e-18,1.2807872071384998e-18,934.2488093616882,1148.1831616730226,179.03743839005656,128.07872071384998,1.2291669139879926,1.2817154496127399,0.48746984273849825,Mason1967 table + Debye-Huckel screening,
28300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4702019583484475e-08,8.299716666993044,9.257437473958765e-18,1.1371412525324358e-17,1.7707305767419253e-18,1.2664154941660913e-18,925.7437473958765,1137.1412525324358,177.0730576741925,126.64154941660912,1.2285726414653533,1.2810583677990899,0.4870011887978802,Mason1967 table + Debye-Huckel screening,
28500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4757118490566769e-08,8.389696663162423,9.17385354656483e-18,1.1262959819833203e-17,1.7514608417956007e-18,1.2523202531667558e-18,917.385354656483,1126.2959819833202,175.14608417956006,125.23202531667557,1.2279782673685062,1.2804011736757468,0.4865324547540252,Mason1967 table + Debye-Huckel screening,
28700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4813311569753398e-08,8.480742727542255,9.091737063390862e-18,1.115646461905351e-17,1.7325597572951778e-18,1.2384970746616744e-18,909.1737063390862,1115.646461905351,173.2559757295178,123.84970746616744,1.2273833046314742,1.2797433286982156,0.4860632564979919,Mason1967 table + Debye-Huckel screening,
28900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4870707878360379e-08,8.57293082738,9.011081466806881e-18,1.1051910318853634e-17,1.7140212161775865e-18,1.2249411271747351e-18,901.1081466806882,1105.1910318853634,171.40212161775864,122.49411271747351,1.226787351762215,1.2790843889403356,0.4855932774059745,Mason1967 table + Debye-Huckel screening,
29100.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.492939597257281e-08,8.666326769656413,8.931873574909222e-18,1.0949273333870675e-17,1.695838500341813e-18,1.2116472049115004e-18,893.1873574909222,1094.9273333870674,169.5838500341813,121.16472049115004,1.226190090339452,1.2784240023265487,0.485122266365259,Mason1967 table + Debye-Huckel screening,
29300.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.4989444577843973e-08,8.76098618396139,8.85409431678062e-18,1.0848523894923158e-17,1.6780043612610238e-18,1.1986097796762423e-18,885.4094316780621,1084.8523894923158,167.80043612610237,119.86097796762424,1.225591281199756,1.2777619044159905,0.48465003476728724,Mason1967 table + Debye-Huckel screening,
29500.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.5050903546224372e-08,8.856954690266322,8.777719492732857e-18,1.0749626874583158e-17,1.660511103938261e-18,1.1858230550431458e-18,877.7719492732857,1074.9626874583157,166.0511103938261,118.58230550431458,1.2249907595774001,1.2770979130286704,0.48417645267486037,Mason1967 table + Debye-Huckel screening,
29700.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.5113805036946174e-08,8.954268221881671,8.702720537457719e-18,1.0652542616540886e-17,1.6433506715433447e-18,1.1732810210266489e-18,870.2720537457719,1065.2542616540886,164.33506715433447,117.32810210266489,1.2243884294547753,1.276431921998776,0.48370144436677404,Mason1967 table + Debye-Huckel screening,
29900.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.5178164859616288e-08,9.05295347366218,8.629065267213028e-18,1.0557227747925516e-17,1.6265147284530709e-18,1.1609775077490606e-18,862.9065267213028,1055.7227747925515,162.6514728453071,116.09775077490606,1.223784257368185,1.275763894325798,0.4832249834529589,Mason1967 table + Debye-Huckel screening,
30000.0,4.0,Ar+__Ar3+,charged-charged,repulsion,1.5210892420944976e-08,9.102816413244916,8.592730631544955e-18,1.0510219442941435e-17,1.6182157774535008e-18,1.1549132363072604e-18,859.2730631544955,1051.0219442941436,161.82157774535008,115.49132363072603,1.2234814858163714,1.2754291225286711,0.4829862123917727,Mason1967 table + Debye-Huckel screening,
300.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00011952706071189929,536.4738931640563,4.697310096676481e-13,5.088766920215653e-13,6.120988210680537e-14,4.210240722380849e-14,46973100.96676481,50887669.20215653,6120988.210680538,4210240.7223808495,1.0834424617945313,1.1114392768256334,0.3888144367426943,Mason1967 table + Debye-Huckel screening,
500.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.0001543087718527696,1154.3080299441374,1.9073188725864548e-13,2.0455440683110712e-13,2.4184808770086994e-14,1.65944485307412e-14,19073188.72586455,20455440.68311071,2418480.8770086993,1659444.85307412,1.072890958693324,1.0977734031905029,0.38229604985277726,Mason1967 table + Debye-Huckel screening,
700.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00018258060110262027,1912.113951838176,1.0453686570940165e-13,1.1157975385279172e-13,1.3062472187204756e-14,8.948116881566128e-15,10453686.570940165,11157975.385279173,1306247.2187204757,894811.6881566128,1.0686386328550872,1.0920524905936997,0.3794684723624034,Mason1967 table + Debye-Huckel screening,
900.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.0002070269420323794,2787.6001196832703,6.650270873279956e-14,7.075896604543863e-14,8.22879392485817e-15,5.6306443939535306e-15,6650270.873279956,7075896.604543863,822879.392485817,563064.4393953531,1.0654625287948178,1.0877794846157083,0.3773565268790283,Mason1967 table + Debye-Huckel screening,
1100.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00022887689607201992,3766.6540847381975,4.626321570610901e-14,4.9110171270507327e-14,5.683215946593581e-15,3.885579028024843e-15,4626321.570610901,4911017.127050732,568321.5946593581,388557.9028024843,1.0629264586813978,1.0843675552363135,0.37567017097886757,Mason1967 table + Debye-Huckel screening,
1300.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00024881541830008494,4839.2910063369845,3.416337324321875e-14,3.6200370339690684e-14,4.173166176627018e-15,2.8513042859952964e-15,3416337.324321875,3620037.0339690684,417316.6176627018,285130.4285995296,1.0608152342673731,1.0815271966174453,0.37426631556954193,Mason1967 table + Debye-Huckel screening,
1500.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00026727063290255123,5997.9604663439495,2.632964163081515e-14,2.785878050675574e-14,3.201502320555825e-15,2.1862487364538957e-15,2632964.1630815146,2785878.050675574,320150.2320555825,218624.87364538957,1.0590067301809818,1.079094106068228,0.3730637535739518,Mason1967 table + Debye-Huckel screening,
1700.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00028453131644937493,7236.692055646498,2.0954519164200305e-14,2.214443122770222e-14,2.5381369084455784e-15,1.7324690355142873e-15,2095451.9164200304,2214443.1227702224,253813.69084455783,173246.90355142872,1.0574249222073944,1.0769660035882984,0.3720119328080096,Mason1967 table + Debye-Huckel screening,
1900.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00030080317296979825,8550.610263604593,1.7099387192177337e-14,1.8051553510326994e-14,2.0643685898697716e-15,1.408542136191424e-15,1709938.7192177337,1805155.3510326995,206436.85898697717,140854.2136191424,1.0560192560317747,1.0750748753829547,0.371077237258242,Mason1967 table + Debye-Huckel screening,
2100.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00031623887758620443,9935.635543335091,1.423623266491599e-14,1.5015359142923258e-14,1.7137844445485684e-15,1.1689398631073395e-15,1423623.266491599,1501535.9142923257,171378.44445485686,116893.98631073395,1.054754404342745,1.073373193471425,0.3702361760835779,Mason1967 table + Debye-Huckel screening,
2300.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00029061034243180406,10000.0,1.187657430355352e-14,1.2526080679245475e-14,1.4295507974788632e-15,9.750555272336345e-16,1187657.4303553521,1252608.0679245475,142955.07974788634,97505.55272336345,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
2500.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.0002673615150372598,10000.0,1.0052332490527704e-14,1.0602074686913374e-14,1.2099717949861104e-15,8.252869982505487e-16,1005233.2490527704,1060207.4686913374,120997.17949861105,82528.69982505486,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
2700.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00024755695836783313,10000.0,8.618254878710308e-15,9.08957020482971e-15,1.037355791311823e-15,7.075505814905252e-16,861825.4878710308,908957.020482971,103735.5791311823,70755.05814905252,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
2900.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.0002304840646872929,10000.0,7.470520578572906e-15,7.879068584210295e-15,8.99206149662686e-16,6.133226800316205e-16,747052.0578572906,787906.8584210295,89920.61496626861,61332.26800316205,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
3100.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.0002156141250300482,10000.0,6.537677218085135e-15,6.895209864017543e-15,7.869223432531935e-16,5.367371216509811e-16,653767.7218085135,689520.9864017543,78692.23432531935,53673.71216509811,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
3300.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00020254660230095437,10000.0,5.769245001450702e-15,6.08475360819179e-15,6.94428256993865e-16,4.736495628159714e-16,576924.5001450703,608475.360819179,69442.8256993865,47364.956281597144,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
3500.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00019097251074089982,10000.0,5.128741066595766e-15,5.409221779037435e-15,6.173325484623011e-16,4.2106479502579e-16,512874.1066595766,540922.1779037435,61733.25484623011,42106.479502579,1.0547,1.0733,0.3702,Mason1967 table + Debye-Huckel screening,
3700.0,0.1,Ar+__Ar4+,charged-charged,repulsion,0.00016915359941433857,9363.62614111954,4.555579356443462e-15,4.806601264576958e-15,5.490249779030869e-16,3.7452904586913427e-16,455557.93564434623,480660.1264576958,54902.49779030869,37452.90458691343,1.0552539851309197,1.0740453098926293,0.3705683715561271,Mason1967 table + Debye-Huckel screening,
3900.0,0.1,Ar+__Ar4+,charged-charged,repulsion,9.140059981925427e-05,5333.0388892420015,3.840732742245319e-15,4.067007350624255e-15,4.681704304612512e-16,3.197978936600768e-16,384073.2742245319,406700.7350624255,46817.04304612512,31979.789366007677,1.0599966898378048,1.080425959008593,0.37372202571689084,Mason1967 table + Debye-Huckel screening,
4100.0,0.1,Ar+__Ar4+,charged-charged,repulsion,5.2491897958215146e-05,3219.86179048528,3.264624234057316e-15,3.46963615245084e-15,4.025313053182065e-16,2.753253735638796e-16,326462.4234057316,346963.61524508405,40253.13053182065,27532.53735638796,1.06424795772991,1.086145448286116,0.37654889972762057,Mason1967 table + Debye-Huckel screening,
4300.0,0.1,Ar+__Ar4+,charged-charged,repulsion,3.176869277989555e-05,2043.7553091291152,2.7955685275947734e-15,2.9821778533461246e-15,3.486946413435732e-16,2.388158492501019e-16,279556.85275947733,298217.7853346125,34869.464134357324,23881.58492501019,1.0680776793751796,1.0912978057573293,0.37909546721339266,Mason1967 table + Debye-Huckel screening,
4500.0,0.1,Ar+__Ar4+,charged-charged,repulsion,2.0119628171739843e-05,1354.545387883694,2.410122800601053e-15,2.5806989628581287e-15,3.041249600781027e-16,2.0856296913075936e-16,241012.2800601053,258069.89628581287,30412.49600781027,20856.296913075937,1.0715432048995097,1.0959601880349072,0.38139986305173573,Mason1967 table + Debye-Huckel screening,
4700.0,0.1,Ar+__Ar4+,charged-charged,repulsion,1.3256357837909457e-05,932.1443563706853,2.090583129595479e-15,2.247316750030341e-15,2.669251065868603e-16,1.8326723569892953e-16,209058.31295954788,224731.6750030341,26692.51065868603,18326.723569892954,1.0750132058824657,1.100628104462626,0.38366681744428904,Mason1967 table + Debye-Huckel screening,
4900.0,0.1,Ar+__Ar4+,charged-charged,repulsion,9.042663644710967e-06,662.9084496758448,1.823202954806533e-15,1.9687622116367827e-15,2.3563428459585134e-16,1.6194144281777298e-16,182320.2954806533,196876.22116367827,23563.428459585135,16194.144281777299,1.0798750114792337,1.1069591055190249,0.38666421158952985,Mason1967 table + Debye-Huckel screening,
5100.0,0.1,Ar+__Ar4+,charged-charged,repulsion,6.359946676492303e-06,485.2714579447304,1.597972965171426e-15,1.734012545748557e-15,2.0908888461985628e-16,1.438808429859732e-16,159797.29651714262,173401.2545748557,20908.88846198563,14388.084298597321,1.0852731741656019,1.113715297611289,0.3899029684227904,Mason1967 table + Debye-Huckel screening,
5300.0,0.1,Ar+__Ar4+,charged-charged,repulsion,4.596026691496186e-06,364.43452172292035,1.4069650210747182e-15,1.5345428367948025e-15,1.8642702702409668e-16,1.2845931311363278e-16,140696.5021074718,153454.28367948026,18642.702702409668,12845.931311363278,1.0909360119223535,1.1205718628535413,0.3932493654640181,Mason1967 table + Debye-Huckel screening,
