T_K,P_atm,pair,category,interaction,lambda_D_m,Tstar,Q11_m2,Q22_m2,Q14_m2,Q15_m2,Q11_A2,Q22_A2,Q14_A2,Q15_A2,Ast,Bst,Cst,source,notes
21300.0,4.0,e-__Ar2+,charged-charged,attraction,1.2196044319119333e-08,7.773018310762914,8.623761790060394e-18,9.560352126256617e-18,1.443792204288409e-18,1.0217453442724467e-18,862.3761790060394,956.0352126256616,144.3792204288409,102.17453442724467,1.1084897892365868,1.2145206271496685,0.4478503855428289,Mason1967 table + Debye-Huckel screening,
21500.0,4.0,e-__Ar2+,charged-charged,attraction,1.2291637144902262e-08,7.907501528888919,8.513219636516961e-18,9.439707877512378e-18,1.4230303709570629e-18,1.0068527920297086e-18,851.3219636516961,943.9707877512378,142.3030370957063,100.68527920297086,1.1087342557276887,1.2137931902737071,0.44740319074203305,Mason1967 table + Debye-Huckel screening,
21700.0,4.0,e-__Ar2+,charged-charged,attraction,1.2387280464292749e-08,8.043161665588014,8.405381269721532e-18,9.321774123708839e-18,1.40274727375519e-18,9.923175669214047e-19,840.5381269721532,932.1774123708839,140.274727375519,99.23175669214046,1.108943403769024,1.2130829811548804,0.44696978869292825,Mason1967 table + Debye-Huckel screening,
21900.0,4.0,e-__Ar2+,charged-charged,attraction,1.248272554928979e-08,8.17983663778533,8.300677768194877e-18,9.206817705460253e-18,1.3829335483130562e-18,9.781429580177486e-19,830.0677768194877,920.6817705460253,138.2933548313056,97.81429580177486,1.1090793246894766,1.2124033765526172,0.4465620259315703,Mason1967 table + Debye-Huckel screening,
22100.0,4.0,e-__Ar2+,charged-charged,attraction,1.2577730241322201e-08,8.317362752660427,8.197874488548357e-18,9.093914812991529e-18,1.3635453934254239e-18,9.642767326537483e-19,819.7874488548357,909.3914812991528,136.35453934254238,96.42767326537482,1.1092138187704679,1.2117309061476609,0.44615854368859653,Mason1967 table + Debye-Huckel screening,
22300.0,4.0,e-__Ar2+,charged-charged,attraction,1.2672058421948643e-08,8.45557455103658,8.096877591037781e-18,8.982962671984629e-18,1.3445645387542366e-18,9.507057898024921e-19,809.687759103778,898.2962671984628,134.45645387542365,95.07057898024921,1.1093467613142178,1.2110661934289106,0.44575971605734643,Mason1967 table + Debye-Huckel screening,
22500.0,4.0,e-__Ar2+,charged-charged,attraction,1.2765480108127344e-08,8.594305052253686,7.997600623214371e-18,8.873866721609068e-18,1.3259739049364555e-18,9.374178681147753e-19,799.7600623214371,887.3866721609068,132.59739049364555,93.74178681147752,1.1094780352129388,1.2104098239353058,0.44536589436118346,Mason1967 table + Debye-Huckel screening,
22700.0,4.0,e-__Ar2+,charged-charged,attraction,1.2857772180381414e-08,8.733386432343716,7.89996404745198e-18,8.766540087422027e-18,1.307757531007814e-18,9.244014950019723e-19,789.996404745198,876.6540087422027,130.7757531007814,92.44014950019724,1.1096075310393785,1.2097623448031072,0.4449774068818644,Mason1967 table + Debye-Huckel screening,
22900.0,4.0,e-__Ar2+,charged-charged,attraction,1.2948719734702232e-08,8.872651155746391,7.803894920084256e-18,8.66090322556491e-18,1.2899005207719028e-18,9.116459486913675e-19,780.3894920084257,866.0903225564911,128.99005207719028,91.16459486913675,1.109735147505564,1.209124262472181,0.44459455748330856,Mason1967 table + Debye-Huckel screening,
23100.0,4.0,e-__Ar2+,charged-charged,attraction,1.303811802594639e-08,9.011933564406645,7.709326694673624e-18,8.556883707153418e-18,1.272389004795044e-18,8.991412309912536e-19,770.9326694673624,855.6883707153419,127.23890047950441,89.91412309912536,1.1098607922562163,1.208496038718919,0.44421762323135133,Mason1967 table + Debye-Huckel screening,
23300.0,4.0,e-__Ar2+,charged-charged,attraction,1.3125774942319098e-08,9.151071906917169,7.616199120664719e-18,8.454416110317368e-18,1.2552101145627279e-18,8.868780484052952e-19,761.6199120664719,845.4416110317368,125.52101145627279,88.68780484052952,1.1099843829492393,1.207878085253804,0.44384685115228245,Mason1967 table + Debye-Huckel screening,
23500.0,4.0,e-__Ar2+,charged-charged,attraction,1.3211513918733204e-08,9.289910765114053,7.524458207379825e-18,8.353441985876456e-18,1.2383519651851485e-18,8.748477991353828e-19,752.4458207379824,835.3441985876457,123.83519651851485,87.48477991353828,1.1101058485604238,1.2072707571978807,0.4434824543187284,Mason1967 table + Debye-Huckel screening,
23700.0,4.0,e-__Ar2+,charged-charged,attraction,1.3295177163755521e-08,9.428303807661885,7.434056222389478e-18,8.253909861588376e-18,1.2218036429346045e-18,8.630425634414285e-19,743.4056222389478,825.3909861588377,122.18036429346044,86.30425634414286,1.1102251308343583,1.206674345828209,0.44312460749692545,Mason1967 table + Debye-Huckel screening,
23900.0,4.0,e-__Ar2+,charged-charged,attraction,1.3376629043717745e-08,9.566116771901152,7.34495169317348e-18,8.155775249770076e-18,1.2055551938877164e-18,8.514550948202844e-19,734.495169317348,815.5775249770076,120.55551938877164,85.14550948202844,1.1103421857900995,1.2060890710495025,0.4427734426297015,Mason1967 table + Debye-Huckel screening,
24100.0,4.0,e-__Ar2+,charged-charged,attraction,1.3455759442110054e-08,9.703230549382837,7.257109382082844e-18,8.059000624332174e-18,1.1895976100787428e-18,8.4007880955693455e-19,725.7109382082845,805.9000624332174,118.95976100787428,84.00788095569345,1.1104569851803103,1.2055150740984488,0.4424290444590693,Mason1967 table + Debye-Huckel screening,
24300.0,4.0,e-__Ar2+,charged-charged,attraction,1.3532486896403021e-08,9.83954423019382,7.170500207233022e-18,7.963555336233514e-18,1.1739228098835728e-18,8.289077724143654e-19,717.0500207233023,796.3555336233513,117.39228098835729,82.89077724143654,1.110569517798033,1.2049524110098346,0.4420914466059008,Mason1967 table + Debye-Huckel screening,
24500.0,4.0,e-__Ar2+,charged-charged,attraction,1.360676131122763e-08,9.974977949346785,7.085101086247992e-18,7.869415441221829e-18,1.1585236098644057e-18,8.179366765757285e-19,708.5101086247992,786.9415441221829,115.85236098644057,81.79366765757285,1.1106797905275072,1.2044010473624644,0.4417606284174787,Mason1967 table + Debye-Huckel screening,
24700.0,4.0,e-__Ar2+,charged-charged,attraction,1.3678566058502576e-08,10.109475377499383,7.002127217829944e-18,7.777350296472518e-18,1.1434303003273467e-18,8.071478081831921e-19,700.2127217829944,777.7350296472518,114.34303003273467,80.71478081831921,1.110696858373646,1.2039151507716521,0.44147380290252214,Mason1967 table + Debye-Huckel screening,
24900.0,4.0,e-__Ar2+,charged-charged,attraction,1.3747919302100032e-08,10.243005709317119,6.92054352416879e-18,7.686695216133532e-18,1.1286069721345868e-18,7.965478259040766e-19,692.0543524168789,768.6695216133531,112.86069721345868,79.65478259040765,1.1106930721755723,1.2034513415076058,0.44120119664120505,Mason1967 table + Debye-Huckel screening,
25100.0,4.0,e-__Ar2+,charged-charged,attraction,1.3814874425541147e-08,10.375565025737048,6.8400587835872e-18,7.597262768280443e-18,1.1140404131686082e-18,7.861361123531048e-19,684.00587835872,759.7262768280443,111.40404131686083,78.61361123531049,1.1106893620192115,1.2029968473534152,0.4409340653832319,Mason1967 table + Debye-Huckel screening,
25300.0,4.0,e-__Ar2+,charged-charged,attraction,1.3879519492719929e-08,10.507176939564465,6.760674447571925e-18,7.509054455491154e-18,1.0997266477874102e-18,7.759094788725108e-19,676.0674447571926,750.9054455491155,109.97266477874102,77.59094788725108,1.110685724980172,1.2025513100710685,0.44067219857238316,Mason1967 table + Debye-Huckel screening,
